frase,situacao
Extensive T wave changes are borderline abnormal for age/sex,baixo risco
Anterior T wave changes are abnormal for age/sex,baixo risco
INCOMPLETE RIGHT BUNDLE BRANCH BLOCK,baixo risco
"Anterior ST elevation, CONSIDER ACUTE INFARCT",alto risco
Possible anterolateral infarct - age undetermined,alto risco
Lateral ST elevation,alto risco
Inferior/lateral ST-T changes are abnormal for age/sex,baixo risco
Inferior ST-T changes suggest myocardial infarct,alto risco
PROBABLE LATERAL INFARCTION - AGE UNDETERMINED,alto risco
PROBABLE OLD LATERAL INFARCTION,alto risco
"Probable inferior infarct, acute",alto risco
"Inferior ST elevation, CONSIDER ACUTE INFARCT",alto risco
"Extensive anterior infarct, old",alto risco
CHANGES IN V2 ARE PROBABLY DUE TO LEFT VENTRICULAR HYPERTROPHY BUT CONSIDER SEPTAL INFARCTION,alto risco
"Anterolateral ST elevation, CONSIDER ACUTE INFARCT",alto risco
Extensive ST-T changes may be due to myocardial infarction or CVA,alto risco
"Inferior infarct, recent",alto risco
Recent anterolateral infarct,alto risco
Septal ST elevation,alto risco
"Probable lateral infarct, old",alto risco
Inferior+ant/septal T wave change are nonspecific,baixo risco
I.V. CONDUCTION DEFECT OF RIGHT BUNDLE BRANCH BLOCK TYPE,baixo risco
"Extensive ST elevation, consider recent infarction",alto risco
Poor R wave progression - cannot rule out septal infarct,alto risco
"Anterolateral ST elevation, consider recent infarction",alto risco
Inferior ST elevation may be a normal variant for age,alto risco
"Probable inferior infarct, recent",alto risco
Lateral T wave changes are abnormal for age/sex,baixo risco
Consider posterior infarct,alto risco
"Probable posterior infarct, recent",alto risco
Septal and lateral ST-T changes are consistent with myocardial ischemia,alto risco
Consider anteroseptal infarct,alto risco
Ant/septal and lateral T wave changes may be due to myocardial infarct or CVA,alto risco
Inferior and septal ST elevation - cannot rule out myocardial injury,alto risco
Anterolateral T wave changes are borderline abnormal for age/sex,baixo risco
"Anteroseptal infarct, possibly acute",alto risco
Consider anterolateral infarct,alto risco
"Extensive anterior infarct, acute",alto risco
Inferior ST elevation,alto risco
Inferior + septal T wave changes are nonspecific,baixo risco
"Inferoposterior infarct, old",alto risco
POSSIBLE A-V JUNCTIONAL RHYTHM,baixo risco
"Probable anterolateral infarct, recent",alto risco
"Minimal ST elevation, anterior leads",alto risco
Lateral T wave changes are borderline abnormal for age/sex,baixo risco
Sinus tachycardia with frequent PVCs with PAC(s) with borderline 1st degree A-V block.,baixo risco
Extensive T wave changes are consistent with myocardial ischemia,alto risco
Inferior/lateral ST-T changes suggest myocardial infarct,alto risco
Septal ST-T changes are normal for age,baixo risco
- sino-atrial 2nd degree Mobitz II block,alto risco
Consider septal infarct - age undetermined,alto risco
Recent anteroseptal infarct,alto risco
Inferior/lateral ST-T changes are consistent with myocardial ischemia,alto risco
Recent inferior infarct,alto risco
Inferior and anterior T wave changes suggest myocardial infarct,alto risco
Inferior infarct - possibly acute,alto risco
Septal T wave changes are consistent with myocardial ischemia,alto risco
"Septal ST elevation, consider recent infarction",alto risco
"Inferior and anterior ST elevation, CONSIDER ACUTE INFARCT",alto risco
Pacemaker rhythm - no further analysis*,baixo risco
Inferior and septal ST elevation - possible early repolarization,alto risco
Inferior/lateral ST-T changes are borderline abnormal for age/sex,baixo risco
Inferior+ant/septal ST elevation - repeat if myocardial injury is suspected,alto risco
Inferior + anterior T wave change are abnormal for age/sex,baixo risco
"Lateral infarct, old",alto risco
"Extensive ST elevation, consider recent extensive infarction",alto risco
Inferior/lateral T wave changes suggest myocardial infarct,alto risco
Extensive T wave changes are abnormal for age/sex,baixo risco
"Probable anterolateral infarct, acute",alto risco
Anteroseptal ST changes suggest myocardial infarct,alto risco
Borderline ST elevation,alto risco
Anterolateral ST elevation - repeat if myocardial injury is suspected,alto risco
Inferior and anterior ST-T changes suggest myocardial infarct,alto risco
POSSIBLE INFERIOR INFARCTION - AGE UNDETERMINED,alto risco
"Anterior infarct, recent",alto risco
"Minimal ST elevation, inferior leads",alto risco
Possible Wolff-Parkinson-White pattern type A,alto risco
Tall T waves - consider hyperkalemia,alto risco
Probable supraventricular tachycardia with fusion complexes,alto risco
Inferior + septal ST elevation - repeat if myocardial injury is suspected,alto risco
Anterior ST elevation,alto risco
POSSIBLE ACUTE LATERAL INFARCT,alto risco
Inferior and ant/septal T wave changes suggest myocardial infarct,alto risco
"Septal ST elevation, CONSIDER ACUTE INFARCT",alto risco
"Anterolateral infarct, recent",alto risco
Probable anterolateral infarct - age undetermined,alto risco
Sinus bradycardia with sinus arrhythmia with PVCs with borderline 1st degree A-V block.,baixo risco
"Posterior infarct, recent",alto risco
Possible acute inferior infarct,alto risco
Lateral ST-T changes are abnormal for age/sex,baixo risco
POSSIBLE ACUTE ANTERIOR INFARCTION,alto risco
Probable acute septal infarct,alto risco
Inferior ST-T changes are borderline abnormal for age/sex,baixo risco
Probable anterior infarct - age undetermined,alto risco
"Lateral infarct, age indeterminate",alto risco
Inferior and ant/septal ST-T changes suggest myocardial infarct,alto risco
CHANGES V3-V4 ARE PROBABLY DUE TO LEFT VENTRICULAR HYPERTROPHY BUT CONSIDER ANTERIOR INFARCTION,alto risco
"Inferolateral infarct, age indeterminate",alto risco
Acute anteroseptal infarct,alto risco
Anterior T wave changes suggest myocardial infarction,alto risco
Inferior + anterior ST-T change are abnormal for age/sex,baixo risco
Extensive ST-T changes are consistent with myocardial ischemia,alto risco
Anteroseptal T wave changes are abnormal for age/sex,baixo risco
LATERAL INFARCTION - AGE UNDETERMINED,alto risco
Septal T wave changes are borderline abnormal for age/sex,baixo risco
Consider inferoposterior infarct,alto risco
POSSIBLE ANTEROLATERAL INFARCTION - AGE UNDETERMINED,alto risco
Ant/septal and lateral ST-T changes may be due to myocardial infarct or CVA,alto risco
"Inferior ST elevation, consider recent infarction",alto risco
Septal ST elevation may be a normal variant for age,alto risco
Inferior/lateral ST changes may be normal for age,baixo risco
Inferior T wave changes suggest myocardial infarct,alto risco
Ant/septal+lateral ST-T changes are borderline abnormal for age/sex,baixo risco
Anteroseptal T wave changes are borderline abnormal for age/sex,baixo risco
Lateral ST elevation - probable post operative pericarditis,alto risco
Tall inferior P waves - possible right atrial abnormality are borderline abnormal for age/sex,baixo risco
CONSIDER ANTERIOR MYOCARDIAL INFARCTION,alto risco
Consider acute septal infarct,alto risco
"Lateral infarct, acute (LAD)",alto risco
Possible ectopic atrial rhythm with non-sustained ventricular tachycardia,alto risco
Sinus tachycardia with sinus arrhythmia with aberrantly conducted supraventricular complexes with PVC(s) with borderline 1st degree A-V block,baixo risco
"Inferior and septal ST elevation, CONSIDER ACUTE INFARCT",alto risco
Inferior and anterior ST elevation - cannot rule out myocardial injury,alto risco
"Probable lateral infarct, recent",alto risco
Probable recent anterior infarct,alto risco
"Minimal ST elevation, diffuse leads",alto risco
Lateral ST-T changes are borderline abnormal for age/sex,baixo risco
Anterior ST-T changes are borderline abnormal for age/sex,baixo risco
Possible Wolff-Parkinson-White pattern type B,alto risco
"Lateral ST elevation, CONSIDER ACUTE INFARCT",alto risco
Acute septal infarct,alto risco
Inferior and ant/septal ST elevation - cannot rule out myocardial injury,alto risco
Sinus bradycardia with aberrantly conducted supraventricular complexes with multifocal interpolated PVCs.,baixo risco
Anterolateral ST-T changes are consistent with myocardial ischemia,alto risco
OLD LATERAL INFARCTION,alto risco
Inferior/lateral T changes may be normal for age,baixo risco
PROBABLE SEPTAL INFARCTION - AGE UNDETERMINED,alto risco
Anterior T wave changes are normal for age and race,baixo risco
OLD ANTEROSEPTAL INFARCTION,alto risco
Septal ST elevation - possible early repolarization,alto risco
Normal ECG except for rate,baixo risco
Normal ECG,baixo risco
Borderline ECG,baixo risco
Probable acute anteroseptal infarct,alto risco
POSSIBLE EARLY REPOLARIZATION,baixo risco
"Anteroseptal ST elevation, CONSIDER ACUTE INFARCT",alto risco
"Lateral ST elevation, consider recent infarction",alto risco
ANTEROSEPTAL INFARCTION - AGE UNDETERMINED,alto risco
CONSIDER SEPTAL INFARCT THOUGH CHANGES IN V2 MAY BE DUE TO LVH,alto risco
"Posterior infarct, acute (LCx)",alto risco
Inferior/lateral T changes are borderline abnormal for age/sex,baixo risco
Inferior/lateral T wave changes may be due to myocardial infarct or CVA,alto risco
Old anterior infarct,alto risco
Lateral ST elevation - probable extension of infarct,alto risco
Ant/septal+lateral ST-T changes suggest myocardial infarction,alto risco
Tall T waves suggest hyperkalemia,alto risco
"Probable posterior infarct, acute",alto risco
Inferior and lateral ST elevation - probable extension of infarct,alto risco
Delta wave V5/V6 + tall R in V5,alto risco
BORDERLINE ABNORMAL FOR AGE AND GENDER,baixo risco
BORDERLINE ABNORMAL FOR AGE AND SEX. INTERPRET TOGETHER WITH CLINICAL DATA,baixo risco
RIGHT BUNDLE BRANCH BLOCK WITH LEFT ANTERIOR FASCICULAR BLOCK,baixo risco
CONSIDER RECENT ANTEROLATERAL INFARCTION,alto risco
Inferior+ant/septal ST-T changes are borderline abnormal for age/sex,baixo risco
ST elevation also present,alto risco
Probable recent lateral infarct,alto risco
Consider anterolateral infarct - age undetermined,alto risco
CHANGES ARE PROBABLY DUE TO LVH BUT CONSIDER ANTEROSEPTAL INFARCT,alto risco
Anterolateral ST elevation - probable post operative pericarditis,alto risco
Anteroseptal ST-T changes are abnormal for age/sex,baixo risco
Lateral ST elevation may be a normal variant for age,alto risco
Lateral ST-T changes may be due to myocardial infarct or CVA,alto risco
Possible acute lateral infarct,alto risco
Inferior+ant/septal ST elevation - possible early repolarization,alto risco
PROBABLE OLD ANTERIOR INFARCTION,alto risco
Anteroseptal ST changes are consistent with myocardial ischemia,alto risco
Anterior T wave changes suggest myocardial infarct,alto risco
CHANGES ARE ABNORMAL FOR AGE AND SEX. INTERPRET TOGETHER WITH CLINICAL DATA,baixo risco
SUGGESTS EARLY REPOLARIZATION,baixo risco
Inferior/lateral ST-T changes may be due to myocardial infarct or CVA,alto risco
CHANGES V2-V4 ARE PROBABLY RELATED TO POOR R WAVE PROGRESSION BUT ANTEROSEPTAL INFARCTION CANNOT BE EXCLUDED,alto risco
Probable supraventricular tachycardia with PVC(s).,alto risco
Lateral T wave changes may be due to myocardial infarct or CVA,alto risco
"Inferior and lateral ST elevation, consider recent infarction",alto risco
Inferior+ant/septal ST-T changes suggest myocardial infarction,alto risco
Anteroseptal ST depression is probably reciprocal to inferior infarct,alto risco
Recent lateral infarct,alto risco
Anteroseptal T wave changes may be due to myocardial infarction or CVA,alto risco
"Probable anterior infarct, recent",alto risco
Inferior+ant/septal T wave change are borderline abnormal for age/sex,baixo risco
Septal ST-T changes are borderline abnormal for age/sex,baixo risco
CHANGES ARE ABNORMAL FOR AGE AND GENDER.,baixo risco
PROBABLE ACUTE SEPTAL INFARCTION,alto risco
TALL T WAVES - CONSIDER ACUTE ISCHEMIA OR HYPERKALEMIA,alto risco
Septal T wave changes are normal for age and race,baixo risco
Extensive T wave changes may be due to myocardial infarction or CVA,alto risco
ST elevation + T wave inversion,alto risco
Anterolateral ST-T changes are abnormal for age/sex,baixo risco
Lateral T wave changes are consistent with myocardial ischemia,alto risco
Anterolateral ST-T changes may be due to myocardial infarct or CVA,alto risco
CONSIDER ANTERIOR INFARCTION THOUGH CHANGES MAY BE DUE TO LVH,alto risco
Lateral ST elevation - probable lateral extension of infarct,alto risco
Anterior T wave changes may be due to myocardial infarct or CVA,alto risco
Anterolateral T wave changes suggest myocardial infarction,alto risco
CONSIDER RECENT ANTERIOR INFARCTION,alto risco
CHANGES ARE PROBABLY DUE TO LVH BUT CONSIDER ANTERIOR INFARCT,alto risco
Within normal limits for age,baixo risco
Anteroseptal ST elevation may be a normal variant for age,alto risco
Anteroseptal ST elevation,alto risco
Probable acute anterolateral infarct,alto risco
Probable acute anterior infarct,alto risco
Acute anterolateral infarct,alto risco
Marked left axis deviation - consider congenital heart disease,baixo risco
Probable recent septal infarct,alto risco
Extensive ST elevation suggests post operative pericarditis,alto risco
Inferior/lateral ST-T changes may be due to myocardial infarction or CVA,alto risco
Inferior ST-T changes are abnormal for age/sex,baixo risco
Anterolateral ST-T changes suggest myocardial infarction,alto risco
Anterior ST-T changes suggest myocardial infarct,alto risco
Inferior/lateral T wave changes are consistent with myocardial ischemia,alto risco
Anterolateral T wave changes are abnormal for age/sex,baixo risco
Inferior and anterior T wave changes are consistent with myocardial ischemia,alto risco
"Anterolateral infarct, possibly acute",alto risco
Inferior and lateral ST elevation- possible early repolarization,alto risco
Inferior + ant/septal ST elevation,alto risco
Marked ant/septal STj depression is probably reciprocal to inferior infarct,alto risco
"Probable inferolateral infarct, age indeterm",alto risco
Septal ST changes are borderline abnormal for age/sex,baixo risco
Consider Wolff-Parkinson-White pattern type A,alto risco
EARLY REPOLARIZATION,baixo risco
Anteroseptal ST elevation - probable post operative pericarditis,alto risco
Inferior+ant/septal T wave change suggest myocardial infarction,alto risco
Possible delta wave + tall R V5,alto risco
STRONGLY SUGGESTS MYOCARDIAL INFARCTION,alto risco
Old anterolateral infarct,alto risco
POSSIBLE LATERAL INFARCTION - AGE UNDETERMINED,alto risco
Summary: NORMAL ECG EXCEPT FOR RATE,baixo risco
Summary: TACHYCARDIA - OTHERWISE NORMAL,baixo risco
Summary: BRADYCARDIA - OTHERWISE NORMAL,baixo risco
POSSIBLE ACUTE INFERIOR INFARCTION,alto risco
CONSIDER ACUTE INFERIOR INFARCTION,alto risco
PROBABLE POOR R WAVE PROGRESSION BUT CONSIDER ANTEROSEPTAL INFARCT,alto risco
CONSIDER ANTEROSEPTAL INFARCT - ALTHOUGH CHANGES V2-V4 MAY BE DUE TO LVH ALSO PRESENT,alto risco
"Inferior + septal ST elevation, consider recent infarction",alto risco
CONSIDER ACUTE LATERAL INFARCTION,alto risco
Inferior and ant/septal ST elevation suggests early repolarization,alto risco
CONSIDER ACUTE INFERIOR AND LATERAL INFARCTION,alto risco
PROBABLE ANTERIOR INFARCTION - AGE UNDETERMINED,alto risco
ANTEROSEPTAL INFARCTION - POSSIBLY ACUTE,alto risco
Acute inferior infarct,alto risco
POSSIBLE OLD LATERAL INFARCTION,alto risco
CONSIDER ACUTE ANTEROLATERAL INFARCTION,alto risco
Anterior T wave changes may be due to myocardial infarction or CVA,alto risco
Lateral infarct - probably acute,alto risco
Possible posterior infarct - age undetermined,alto risco
ANTEROLATERAL INFARCTION - AGE UNDETERMINED,alto risco
Anteroseptal ST-T changes may be due to myocardial infarct or CVA,alto risco
Anterolateral ST elevation - probable extension of infarct,alto risco
Possible recent inferior infarct,alto risco
Inferior and lateral ST elevation - probable lateral extension of infarct,alto risco
Anteroseptal T wave changes may be due to myocardial infarct or CVA,alto risco
RECENT LATERAL INFARCTION,alto risco
CONSIDER ACUTE SEPTAL INFARCTION,alto risco
Anteroseptal ST changes suggest myocardial infarction,alto risco
Inferior/lateral T changes may be due to myocardial infarction or CVA,alto risco
Inferior and lateral ST elevation - probable post operative pericarditis,alto risco
CONSIDER ACUTE ANTEROSEPTAL INFARCTION,alto risco
RECENT INFERIOR INFARCTION,alto risco
Inferior ST-T changes suggest myocardial infarction,alto risco
CHANGES IN V2 ARE PROBABLY RELATED TO POOR R WAVE PROGRESSION BUT SEPTAL INFARCTION CANNOT BE EXCLUDED,alto risco
Inferior ST elevation - probable post operative pericarditis,alto risco
CONSIDER ACUTE INFARCTION,alto risco
Acute lateral infarct,alto risco
Lateral ST-T changes are consistent with myocardial ischemia,alto risco
CONSIDER ACUTE INFERIOR AND ANTEROSEPTAL INFARCTION,alto risco
Probable acute lateral infarct,alto risco
"Minimal ST elevation, lateral leads",alto risco
CONSIDER ANTERIOR INFARCTION - ALTHOUGH CHANGES V3-V4 MAY BE DUE TO LEFT VENTRICULAR HYPERTROPHY ALSO PRESENT,alto risco
Inferior + septal ST-T changes suggest myocardial infarction,alto risco
Inferior+ant/septal ST elevation,alto risco
Inferior T wave changes are consistent with myocardial ischemia,alto risco
Anteroseptal ST changes are borderline abnormal for age/sex,baixo risco
CHANGES ARE PROBABLY DUE TO LVH BUT CONSIDER SEPTAL INFARCT,alto risco
Ant/septal+lateral ST-T changes are abnormal for age/sex,baixo risco
PROBABLE POOR R WAVE PROGRESSION BUT CONSIDER SEPTAL INFARCT,alto risco
ANTERIOR INFARCTION - POSSIBLY ACUTE,alto risco
Anteroseptal ST-T changes suggest myocardial infarction,alto risco
"ANTEROSEPTAL INFARCTION, PROBABLY ACUTE",alto risco
Anterolateral infarct - probably acute,alto risco
Recent anterior infarct,alto risco
Lateral ST-T changes may be due to myocardial infarction or CVA,alto risco
Anteroseptal ST changes may be due to myocardial infarction or CVA,alto risco
Inferior T wave changes consistent with myocardial ischemia,alto risco
Anterolateral infarct - possibly acute,alto risco
CONSIDER SEPTAL INFARCT THOUGH CHANGES IN V2 MAY BE RELATED TO LEFT VENTRICULAR HYPERTROPHY WHICH IS ALSO PRESENT,alto risco
"INFERIOR INFARCTION, PROBABLY ACUTE",alto risco
ANTEROLATERAL INFARCTION - POSSIBLY ACUTE,alto risco
Possible posterior extension of infarct,alto risco
CONSIDER RECENT INFERIOR AND ANTEROSEPTAL INFARCTION,alto risco
"LATERAL INFARCTION, PROBABLY ACUTE",alto risco
Lateral infarct - possibly acute,alto risco
Anteroseptal ST changes may be due to myocardial infarct or CVA,alto risco
Inferior+ant/septal T wave change may be due to myocardial infarction or CVA,alto risco
Inferior and ant/septal ST-T changes may be due to myocardial infarct or CVA,alto risco
CONSIDER RECENT LATERAL INFARCTION,alto risco
CONSIDER ANTEROSEPTAL INFARCT - ALTHOUGH CHANGES V2-V4 MAY BE DUE TO LEFT VENTRICULAR HYPERTROPHY ALSO PRESENT,alto risco
Anterior ST-T changes suggest myocardial infarction,alto risco
Consider recent anteroseptal infarct,alto risco
CONSIDER RECENT SEPTAL INFARCTION,alto risco
ACUTE INFERIOR INFARCTION,alto risco
POSSIBLE ANTEROLATERAL INFARCT - AGE UNDETERMINED,alto risco
CONSIDER RECENT INFERIOR AND LATERAL INFARCTION,alto risco
Inferior and septal ST-T changes suggest myocardial infarct,alto risco
Probable recent inferior infarct,alto risco
Inferior+ant/septal ST elevation consider recent infarction,alto risco
LATERAL INFARCTION - POSSIBLY ACUTE,alto risco
SEPTAL INFARCTION - POSSIBLY ACUTE,alto risco
PROBABLE LATERAL EXTENSION OF INFARCTION,alto risco
Anterolateral T wave changes may be due to myocardial infarct or CVA,alto risco
ACUTE ANTEROLATERAL INFARCTION,alto risco
CHANGES POSSIBLY DUE TO MYOCARDIAL INFARCTION OR CEREBROVASCULAR ACCIDENT,alto risco
Inferior + anterior ST-T change may be due to myocardial infarction or CVA,alto risco
PROBABLY RECIPROCAL TO INFERIOR INFARCT,alto risco
CONSIDER RECENT INFERIOR INFARCTION,alto risco
