frase,arquivo,superclasse,risco,trigger_score
"Caso não haja melhora da dor, recomenda-se o uso de opioides com esta finalidade.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Nível de Evidência B).484 Uso de nitratos para alívio de angina, principalmente nos hipertensos, apresentando angina refratária ou sintomas de IC.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,1
Uso de morfina para alívio de dor em pacientes portadores de SCA com ou sem elevação de ST (Classe de Recomendação IIa;,diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,1
"O uso associado de AAS e clopidogrel tem demonstrado benefício na redução de desfechos cardiovasculares, tanto no cenário das SCASST, como no contexto do IAMCST.487-489 Com base nessa evidência, devemos administrar clopidogrel em adição ao tratamento padrão para pacientes portadores de SCASST com moderado a alto risco e naqueles com IAMCST.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Ticagrelor Bloqueador reversível do receptor P2Y12, agindo também na receptação da ADP via receptor Equilibrative Nucleoside Transporter 1 (ENT1).",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
Inibidores de glicoproteína IIb/IIIa Os Inibidores de Glicoproteína IIb/IIIa (IGPIIb/IIIa) bloqueiam a agregação plaquetária por impedirem a 502 Atualização Atualização da Diretriz de Ressuscitação Cardiopulmonar e Cuidados Cardiovasculares de Emergência da Sociedade Brasileira de Cardiologia – 2019 Arq Bras Cardiol.,diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,3
"Em metanálise incluindo 29.570 pacientes de seis estudos randomizados com SCASST, observou-se redução de 9% no risco relativo de morte e IAM não fatal associado ao uso dessa classe, sendo o maior benefício entre aqueles com SCA de alto risco submetidos à intervenção percutânea.492 Vale ressaltar, no entanto, que grande parte desses estudos foi realizada sem uso rotineiro de dupla antiagregação com AAS e inibidor de P2Y12.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"• Ticagrelor (180 mg de ataque seguido por 90 mg duas vezes ao dia) em pacientes portadores de AI de risco moderado ou alto, além do IAMSST, independentemente da estratégia de tratamento posterior (clínico, cirúrgico ou percutâneo), por 12 meses (Classe de Recomendação I;",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"• Prasugrel 60 mg de ataque seguido por 10 mg ao dia em portadores de AI de risco moderado ou alto, além do IAMSST, com anatomia coronária conhecida, submetidos à angioplastia e sem fatores de risco para sangramento (maior ou igual a 75 anos de idade;",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Estudos iniciais comparando heparina, AAS ou placebo em pacientes portadores de AI atestaram o benefício da heparina e do AAS sobre o placebo na incidência de IAM.493,494 Estudos posteriores também demonstraram benefícios na redução de eventos cardiovasculares em associação com AAS,495 no cenário do IAMCST496 e IAMSST.497 Esse benefício tem sido demonstrado no contexto do IAMCST a despeito da terapia de reperfusão: trombólise,498-500 ou angioplastia primária.501,502 Uma dose de ataque de 60 a 70UI/ kg (máximo de 5.000 UI) é recomendada, seguida de infusão contínua de 12 a 15 UI/kg/hora (máximo de 1.000 UI/hora) caso se deseje heparinização contínua.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,1
"Inibidores do Sistema Renina-AngiotensinaAldosterona Inibidores do sistema renina-angiotensina-aldosterona orais reduzem mortalidade após o IAM, a despeito da terapia de reperfusão.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Em pacientes intolerantes, devem ser utilizados os Bloqueadores dos Receptores da Angiotensina (BRA).",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Apesar de vários estudos terem demonstrado redução de mortalidade e remodelamento do Ventrículo Esquerdo (VE) com o uso de Inibidores da Enzima Conversora de Angiotensina (IECA) e BRA nos pacientes acometidos de IAM, nenhum avaliou especificamente seu uso no ambiente préhospitalar ou na chegada ao pronto-socorro.516,517 Em relação ao uso de antagonistas de aldosterona, o uso de eplerenone no cenário do IAM demonstrou redução de mortalidade em 30 dias naqueles com FEVE ≤ 40% e sintomáticos, bem como na população diabética.518 A introdução precoce em até uma semana associa-se a maior benefício.519,520 7.9.5.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
Betabloqueadores A administração de bloqueadores beta-adrenérgicos no cenário das SCA é controversa.,diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Vários estudos relatam que a administração precoce dos betabloqueadores estaria relacionada à redução da mortalidade521 e da área do infarto.522 Embora a administração precoce possa ajudar a prevenir taquiarritmias e reduzir a taxa de reinfarto, tem-se observado aumento concomitante da incidência de choque cardiogênico.522 Evidências recentes não indicam benefícios do uso precoce na mortalidade, redução do tamanho do infarto, prevenção de arritmias ou reinfarto, mas foi observada redução estatisticamente significativa a curto prazo, quando do uso venoso em pacientes de baixo risco (Killip 1).523 São consideradas contraindicações para seu uso: disfunção moderada a grave do VE, edema pulmonar, bradicardia (FC < 60 bpm), hipotensão (PAS < 100 mmHg), hipoperfusão periférica, BAV de segundo e terceiro graus e hiperreatividade das vias aéreas.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Até o momento, não há evidência para apoiar a administração rotineira de betabloqueadores no cenário de APH.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Porém a utilização desta terapia pode ser considerada razoável em situações específicas, como hipertensão grave ou na presença de taquiarritmias em pacientes sem contraindicações.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Ensaio clínico randomizado duplo-cego recente avaliando o uso de metoprolol endovenoso ou placebo no cenário do IAMCST antes de angioplastia primária observou redução de arritmias malignas associadas ao uso do metroprolol, porém sem diferenças no porcentual de área infartada.524 Na ausência de contraindicações, devemos iniciar o uso de betabloqueadores por via oral nas primeiras 24 horas a todos os pacientes com suspeita de SCA (Classe de Recomendação I;",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"• Uso de betabloqueadores orais em pacientes com IC ou fração de ejeção ≤ 40%, salvo contraindicações (Classe de Recomendação I;",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
• Uso de betabloqueadores orais em todos pacientes sem contraindicações (Classe de Recomendação IIa;,diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,1
"• Uso de betabloqueadores venosos na sala de emergência na vigência de arritmias, angina ou hipertensão (Classe de Recomendação IIb;",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,1
• Uso de bloqueadores de aldosterona em pacientes pós-IAM portadores de disfunção de VE (FEVE ≤ 40%) na vigência de sintomas de IC ou diabetes (Classe de Recomendação I;,diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Os estudos GISSI-1 e ISIS-2 demonstraram a superioridade da estreptoquinase em relação ao placebo, levando à redução na mortalidade de até 25% nas primeiras 5 semanas.485-537 Os principais efeitos colaterais da estreptoquinase são hipotensão arterial, reações alérgicas e sangramentos.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"O uso da TNK-tPA esteve associado a menor risco de hemorragia extracraniana e à necessidade de hemotransfusão.540 Indicações para o uso de fibrinolíticos A fibrinólise como estratégia de reperfusão está associada a menor mortalidade em relação ao placebo e, dessa forma, deve ser utilizada na fase aguda do IAM na presença dos seguintes critérios:541,542 • Dor sugestiva de isquemia miocárdica com duração menor que 12 horas.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Quando não há reversão da bradicardia com o uso da adrenalina, pode-se repeti-la a cada 3 a 5 minutos (sempre por via endovenosa, na dose 0,03 mg/kg) e considerar o uso de expansores de volume, caso o paciente esteja pálido ou existam sinais de choque.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,2
"Lembrar que doses elevadas de adrenalina (> 0,1 mg/kg) não devem ser empregadas em RN, pois levam à hipertensão arterial grave, diminuição da função miocárdica e piora do quadro neurológico;",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,1
Suporte Avançado de Vida em Insuficiência Cardíaca 14.1.,diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Insuficiência Cardíaca Aguda É uma síndrome clínica de IC, que acomete pacientes sem diagnóstico prévio, desencadeada por situações clínicas Tabela 13.3 – Medicações para reanimação do recém-nascido na sala de parto Medicações Adrenalina endovenosa Adrenalina endotraqueal Expansor de volume Diluição 1:10.000 1 mL adrenalina 1:1.000 em 9 mL de SF 1:10.000 1 mL adrenalina 1:1.000 em 9 mL de SF SF Preparo 1 mL 5 mL 2 seringas de 20 mL Dose 0,1-0,3 mL/kg 0,5-1,0 mL/kg 10 mL/kg EV Peso ao nascer, kg 1 0,1-0,3 mL 0,5-1,0 mL 10 mL 2 0,2-0,6 mL 1,0-2,0 mL 20 mL 3 0,3-0,9 mL 1,5-3,0 mL 30 mL 4 0,4-1,2 mL 2,0-4,0 mL 40 mL Velocidade e precauções Infundir rápido na veia umbilical seguido por 0,5-1,0 mL de SF Infundir na cânula traqueal e ventilar.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,1
"Sugere-se não aspirar a traqueia sob visualização direta logo após o nascimento IIb C Avaliação da FC Sugere-se o uso do monitor cardíaco com 3 eletrodos para a medida rápida e acurada da FC em RN a termo e pré-termo durante a reanimação IIb C Uso de oxigênio suplementar Recomenda-se não iniciar a reanimação do RN com altas concentrações de oxigênio (65% ou mais) III B VPP Sugere-se administrar a VPP em RN pré-termo com PEEP aproximado de 5 cmH2O IIb B VPP Sugere-se que a VPP seja aplicada com balão autoinflado, balão inflado por fluxo ou ventilador mecânico manual em T IIa B Máscara laríngea Recomendação de uso de máscara laríngea no RN ≥ 34 semanas quando a intubação traqueal no foi bem-sucedida ou não é factível I C CPAP Sugere-se o uso do CPAP por via não invasiva no RN pré-termo com respiração espontânea e desconforto respiratório IIb B RN: recém-nascido;",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,2
"Exacerbação Aguda da Insuficiência Cardíaca Crônica Situação clínica de piora progressiva ou abrupta dos sinais e sintomas de IC em repouso de pacientes já sabidamente portadores da síndrome e que, nesse contexto, necessitam de terapia adicional.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"O Suporte Avançado de Vida em Insuficiência Cardíaca (SAVIC) procura sistematizar tais condutas, propondo a sequência A-B-C-D-EFG-H, conforme apresentado no quadro 14.1 e na figura 14.1.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"A – Avaliação Clínica/Hemodinâmica A classificação do paciente em um dos quatro perfis clínico/ hemodinâmicos é realizada pela interpretação de sinais e sintomas característicos de congestão e má perfusão ou baixo débito (Figura 14.2).1091 Perfil A: quente e seco Engloba cerca de 9,6%1092 dos casos.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Perfil B: quente e úmido Este é o perfil mais comum, ocorrendo em 67,4% dos casos que chegam à sala de emergência.5 Caracterizado pela presença de elevadas pressões de enchimento ventricular e clinicamente manifesto por queixas de ortopneia e dispneia paroxística noturna, além de achados ao exame físico, como estertores crepitantes, estase jugular, hepatomegalia, refluxo hepatojugular, ascite e edema de membros inferiores.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Os diuréticos são medicações de primeira linha para melhora da congestão pulmonar e sistêmica, preferencialmente por via endovenosa, como os diuréticos de alça (por exemplo: furosemida), porém naqueles já em uso prévio e que apresentarem sinais de resistência, é possível associar o diurético tiazídico para potencializar o efeito (Tabela 14.2 e Figura 14.3).",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Neste perfil, os vasodilatadores são fundamentais para redução da congestão e para demanda miocárdica de oxigênio, ao promoverem redução na pré-carga e pós-carga.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"e extremidades frias.1093 Caso o paciente persista em baixo débito após terapia inicial com diurético, é escolhido o inotrópico para iniciar, a depender da PAS e do uso de betabloqueadores previamente, como demonstrado na figura 14.4 e no quadro 14.2, com suas respectivas doses na tabela 14.3.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,1
"Outra opção para os que ainda permanecem com a pressão sistólica igual ou maior a 90 mmHg, é a utilização de vasodilatadores para melhora da pós-carga, sejam eles de forma oral, como o IECA, BRA e nitrato com hidralazina, ou de forma endovenosa, como nitroglicerina ou nitroprussiato.1088,1089 Tabela 14.1 – Causas de descompensação da insuficiência cardíaca (IC) segundo registro BREATHE1090 Causa da descompensação da IC % (n = 1.250) Má aderência medicamentosa 29,9 Infecção 22,7 Arritmia cardíaca 12,5 Aumento da ingesta de sódio e água.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"8,9 Doença valvar aguda 6,6 Embolia pulmonar 0,4 Outros 32,4 Quadro 14.1 – Abordagem mnemônica do Suporte Avançado de Vida em Insuficiência Cardíaca1092 A Avaliação clínica/hemodinâmica B Boa ventilaçãoo/respiraçãoo com oxigenaçãoo e ventilação adequadas C Circulação com reposiçãoo volêmica (avaliar necessidade) D Diuréticos (avaliar necessidade) E Eletrocardiograma (avaliar isquemia, arritmias e bloqueios) F Frequência cardíaca (controle de bradi ou taquiarritmias) G Garantir a não suspensão rotineira das medicações H Feparina (profilaxia de trombose venosa profunda e tromboembolismo pulmonar) 583 Atualização Atualização da Diretriz de Ressuscitação Cardiopulmonar e Cuidados Cardiovasculares de Emergência da Sociedade Brasileira de Cardiologia – 2019 Arq Bras Cardiol.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,2
113(3):449-663 Figura 14.1 – Algoritmo para o manejo inicial da insuficiência cardíaca (IC) aguda.1092 CPAP: pressão positiva contínua nas vias aéreas;,diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"bólus Nos pacientes em que a perfusão ainda persista inadequada a despeito de inotrópicos e que não toleram os vasodilatadores, a noradrenalina ou a epinefrina devem ser associadas, e o uso de suporte mecânico deve ser considerado (choque cardiogênico refratário).",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Apresentam-se sintomáticos, mas com pouca evidência de congestão.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"113(3):449-663 Figura 14.2 – Avaliação clínica/hemodinâmica do Suporte Avançado de Vida em Insuficiência Cardíaca.1088,1089,1092 positiva, deve ser considerada em pacientes com congestão pulmonar de origem cardiogênica.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"C – Circulação e Reposição Volêmica Deve ser considerada a prova de volume, de forma cuidadosa e monitorada, nos casos em que não há evidências de congestão pulmonar ou sistêmica, como os pacientes com perfil L (Quadro 14.4).1088,1089 D – Diuréticos Diuréticos de alça administrados de forma endovenosa são de primeira escolha e, por consequência do seu efeito venodilatador nos primeiros minutos após infusão, ocorre o alívio sintomático, mesmo antes do efeito diurético.1088,1089,1095 Devem-se monitorizar de forma cuidadosa os níveis de potássio e de magnésio.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,2
"Diuréticos tiazídicos (clortalidona, hidroclorotiazida e indapamida) agem principalmente no controle da HAS e como potencializadores dos diuréticos de alça.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
Espironolactona é um diurético poupador de potássio e exerce seu efeito antagonizando o efeito mineralocorticoide da aldosterona.,diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"O flutter e a FA agudos são causas frequentes de descompensação nos pacientes com IC, com risco de ocorrência aumentado em 3,5 vezes em relação à população geral 1096 A incidência de arritmias ventriculares na IC é alta, caracterizando um grupo de elevado risco para morte Tabela 14.2 – Tipos de diuréticos e doses (inicial e máxima) na insuficiência cardíaca aguda1088,1089 Diuréticos Dose inicial (mg) Dose máxima (mg) De alça Furosemida 20 240 Bumetanida 0,5-2,0 10 Tiazídicos Hidroclorotiazida 25 100 Clortalidona 12,5 50 Indapamida 2,5 5 Poupadores de potássio Espironolactona 25 50 Amilorida 2,5 20 585 Atualização Atualização da Diretriz de Ressuscitação Cardiopulmonar e Cuidados Cardiovasculares de Emergência da Sociedade Brasileira de Cardiologia – 2019 Arq Bras Cardiol.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,3
113(3):449-663 Figura 14.3 – Algoritmo para o perfil B (quente e úmido).1092 IECA: inibidores da enzima conversora de angiotensina;,diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"bólus súbita.1097,1098 Os distúrbios metabólicos e eletrolíticos devem ser investigados e corrigidos, e as DAA com propriedades inotrópicas negativas ou vasodilatadoras devem ser utilizadas com cautela.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"G – Garantir a não Suspensão Rotineira de Medicações Aspecto importante é a não suspensão dos betabloqueadores, devendo a dose ser ajustada e a suspensão somente ser realizada em casos de instabilidade hemodinâmica grave, BAV avançados ou efeito colateral comprovadamente relacionado ao medicamento (Quadro 14.5).",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,1
"Assim como os betabloqueadores, o IECA, ou BRA, e a espironolactona são as principais medicações que oferecem sobrevida aos pacientes com IC crônica, devendo ser mantidos, exceto se insuficiência renal em piora ou creatinina maior que 3 mg/dL ou hiperpotassemia maior que 5,5 meq/L.1099,1100 H – Heparina (Profilaxia de Trombose Venosa Profunda e Tromboembolismo Pulmonar) A TVP e o TEP contribuem significativamente para aumentar a morbimortalidade de pacientes com ICA.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"• Nitratos: classe de medicamentos de grande utilidade na fase aguda da IC, em associação aos vasodilatadores diretos, especialmente quando intolerantes ao IECA.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Seu efeito é dado pela conversão em óxido nítrico e óxido de cianeto, tornandose potente vasodilatador, principalmente arterial, capaz de reduzir rapidamente a pós-carga, de forma titulável, permitindo-se atingir o efeito hemodinâmico desejado (Tabela 14.4).",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Quadro 14.2 – Recomendações do uso de inotrópicos em insuficiência cardíaca aguda1088,1089 Recomendação Classe de Recomendação Nível de Evidência Dobutamina para pacientes em choque cardiogênico, para suporte hemodinâmico, independentemente da etiologia da cardiomiopatia I B Levosimendana para pacientes com sinais de baixo débito, sem choque cardiogênico, em uso de betabloqueador IIa B Milrinone para pacientes com sinais de baixo débito, sem choque cardiogênico, com etiologia não isquêmica, em uso de betabloqueador IIa B Dobutamina e/ou milrinone para suporte hemodinâmico para pacientes em baixo débito e em fila de espera para transplante cardíaco em situação de prioridade IIa C Dobutamina, milrinone ou levosimendana para melhora dos sintomas de pacientes em baixo débito sem hipotensão arterial IIb B Associação de levosimendana na tentativa de retirada de dobutamina IIb C Dobutamina, milrinone ou levosimendana para pacientes sem sinais de baixo débito III B • Epinefrina ou norepinefrina: utilizadas para atingir estabilização hemodinâmica naqueles que evoluem com hipotensão importante, principalmente nos perfis C e L, a despeito do manejo inicial e de inotrópicos em dose adequada.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,4
"Os vasopressores têm papel fundamental naqueles com maior grau de descompensação ou quando a causa desencadeante está associada à sepse.1091 • Inotrópicos: classificados pelo mecanismo de ação como agonistas beta-adrenérgicos (dobutamina e dopamina), inibidores da fosfodiesterase 3 (milrinona) e sensibilizadores da troponina C aos íons cálcio (levosimedana).",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Devemos lembrar que, em pacientes que utilizam betabloqueadores, a dose inicial deve ser mais 587 Atualização Atualização da Diretriz de Ressuscitação Cardiopulmonar e Cuidados Cardiovasculares de Emergência da Sociedade Brasileira de Cardiologia – 2019 Arq Bras Cardiol.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,3
"113(3):449-663 Tabela 14.3 – Dose de inotrópicos endovenosos da insuficiência cardíaca aguda1088,1089,1092 Inotrópicos Dose inicial Dose máxima μg/kg/minuto Dobutamina 2,5 µg/kg/minuto Avaliar ajuste a cada 10 minutos.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,2
"Efeito hemodinâmico em até 2 horas 20 Milrinone Ataque: 50 μg/kg em 10 minutos (risco de hipotensão – evitar se PAS < 110 mmHg) Manutenção: 0,375 μg/kg/minuto (necessidade de correção pela função renal) 0,75 Levosimendana Ataque: 6-12 μg/kg em 10 minutos (risco de hipotensão – evitar se PAS < 110 mmHg) Manutenção: 0,05 – 0,10 μg/kg/minuto por 24 horas 0,20 PAS: pressão arterial sistólica.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,1
Figura 14.5 – Perfil clínico/hemodinâmico do registro BREATHE.1090 ICA: insuficiência cardíaca aguda.,diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"A milrinona promove maior disponibilidade de Monofosfato Cíclico de Adenosina (cAMP), exercendo, com isso, efeito cardiotônico.1103,1105 Os fármacos cálcio-sensibilizantes, representados no Brasil pela levosimendana, possuem mecanismo de ação dupla: primeiro inibem parcialmente a fosfodiesterase cardíaca e, depois, agem como sensibilizadores da troponina C aos íons de cálcio disponíveis.1106 Essa ação promove efeito cardiotônico, sem aumentar a demanda de oxigênio pelo miocárdio.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Além de seu efeito inotrópico, altera também os canais de potássio periféricos, promovendo efeito vasodilatador arterial (Tabela 14.3).",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"Indicações de Suporte Mecânico A assistência circulatória mecânica (ACM) é uma forma artificial de substituição ou auxílio ao desempenho ventricular, sendo indicada em diferentes cenários e possibilidades clínicas para os pacientes com choque cardiogênico refratário.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"O registro norte-americano INTERMACS (Interagency Registry for Mechanically Assisted Circulatory Support) define a gravidade da IC (Quadro 14.7) e tem sido utilizado como parâmetro para indicação de dispositivos de ACM (Quadro 14.8).1106 No choque cardiogênico refratário (INTERMACS I e II), os dispositivos de ACM podem ser utilizados visando ao resgate hemodinâmico e à estabilidade clínica, incluindo a possibilidade de recuperação da função cardíaca, bem como a realização do transplante, definindo, assim, três estratégias:1107 1.",diretriz_sbc_ressuscitacao_cardiopulmonar_filtrado.txt,CD,alto,0
"DIAGNÓSTICO DE INSUFICIÊNCIA CARDÍACA A IC é uma síndrome de diagnóstico clínico, baseado em achados de história clínica, exames físicos e complementares.",diretriz_sus_insuficiencia_cardiaca_filtrado.txt,HYP,alto,2
"Os escores diagnósticos podem ser úteis na investigação clínica, em especial para profissionais menos experientes, por apresentarem-se em formato de questionário estruturado compilando sinais, sintomas e fatores de risco, servindo como guia da avaliação médica.",diretriz_sus_insuficiencia_cardiaca_filtrado.txt,HYP,alto,1
"Os sinais e sintomas de IC não são exclusivos da doença, podendo estar presentes em outras patologias, em especial outras doenças cardiopulmonares.",diretriz_sus_insuficiencia_cardiaca_filtrado.txt,HYP,alto,0
"Entre os achados clínicos, a dispneia é o sintoma mais frequente em pacientes com IC, embora possa ser observada em outras condições clínicas.",diretriz_sus_insuficiencia_cardiaca_filtrado.txt,HYP,alto,1
"Turgência venosa jugular, refluxo hepatojugular e presença de terceira bulha indicam elevada suspeita de IC, apesar de usualmente não estarem presentes na maioria dos pacientes com a doença (BECK-DA-SILVA et al., 2007;",diretriz_sus_insuficiencia_cardiaca_filtrado.txt,HYP,alto,0
"Em geral, a apresentação da IC pode ser bastante variável, o que pode ser desafiador para o profissional de saúde e geralmente demanda uma avaliação adicional por meio de exames complementares.",diretriz_sus_insuficiencia_cardiaca_filtrado.txt,HYP,alto,0
"História Dispneia em repouso 4 Ortopneia 4 Dispneia paroxística noturna 3 Dispneia ao caminhar em terreno plano 2 Dispneia ao caminhar em terreno inclinado 1 Exame físico Frequência cardíaca entre 91-110 bpm 1 Frequência cardíaca maior que 110 bpm 2 16 Turgência venosa jugular 2 Turgência venosa jugular + hepatomegalia ou edema 3 Crepitantes pulmonares basais 1 Crepitantes pulmonares acometendo além das bases pulmonares 2 Sibilos 3 Terceira bulha (galope) 3 Radiografia de tórax Edema pulmonar alveolar 4 Edema pulmonar intersticial 3 Efusão pleural bilateral 3 Índice cardiotorácico maior que 0,50 3 Redistribuição do fluxo para ápices pulmonares 2 Não são permitidos mais do que quatro pontos em cada uma das categorias.",diretriz_sus_insuficiencia_cardiaca_filtrado.txt,HYP,alto,2
"Critérios de Framingham para diagnóstico de IC Critérios maiores Dispneia paroxística noturna Turgência jugular Cardiomegalia à radiografia de tórax Edema agudo de pulmão Terceira bulha (galope) Aumento da pressão venosa central (> 16 cm H2O no átrio direito) Refluxo hepatojugular Perda de peso > 4,5 kg em 5 dias em resposta ao tratamento Critérios menores Edema de tornozelos bilateral Tosse noturna Dispneia a esforços ordinários Hepatomegalia Derrame pleural Diminuição da capacidade funcional em um terço da máxima registrada previamente Taquicardia (FC > 120 bpm) Para o diagnóstico são necessários 2 critérios maiores ou 1 critério maior + 2 critérios menores.",diretriz_sus_insuficiencia_cardiaca_filtrado.txt,HYP,alto,4
"Outras causas de elevação de peptídeos natriuréticos Outras causas de origem cardíaca Síndromes coronarianas agudas Embolia pulmonar Miocardite Hipertrofia ventricular esquerda Cardiomiopatia hipertrófica ou restritiva Doença valvar Doença cardíaca congênita Taquiarritmias atriais e ventriculares Contusão cardíaca Cardioversão e choque de cardiodesfibrilador implantável Procedimentos cirúrgicos envolvendo o coração Hipertensão pulmonar Outras causas de origem não cardíaca Acidente vascular cerebral isquêmico Hemorragia subaracnóidea Disfunção renal moderada a grave Disfunção hepática moderada a grave Infecções graves (incluindo pneumonia e sepse) Queimaduras graves Anemia Anormalidades metabólicas e hormonais graves Fonte: KELDER et al., 2011.",diretriz_sus_insuficiencia_cardiaca_filtrado.txt,HYP,alto,0
"Em pacientes com probabilidade moderada, apesar de a investigação inicial com BNP ou NTproBNP ser preferencial, a estratégia inicial pode envolver diretamente a realização de ecocardiografia caso haja facilidade de acesso e alta disponibilidade desse recurso.",diretriz_sus_insuficiencia_cardiaca_filtrado.txt,HYP,alto,2
"Fluxograma para diagnóstico de IC crônica Em pacientes com probabilidade moderada, apesar de a investigação inicial com BNP ou NTproBNP ser preferencial, a estratégia inicial pode envolver diretamente a realização de ecocardiografia caso haja facilidade de acesso e alta disponibilidade desse recurso.",diretriz_sus_insuficiencia_cardiaca_filtrado.txt,HYP,alto,3
"Detalhes adicionais sobre as recomendações de diagnóstico da IC com fração de ejeção reduzida, assim como seu nível de evidência, grau de recomendação e referências utilizadas, encontram-se no Anexo.",diretriz_sus_insuficiencia_cardiaca_filtrado.txt,HYP,alto,1
"Apesar de o presente documento ser específico para IC com fração de ejeção reduzida, é importante atentar para a existência da insuficiência cardíaca com fração de ejeção preservada (ICFEP).",diretriz_sus_insuficiencia_cardiaca_filtrado.txt,HYP,alto,0
